KOR,MATH,GRADE 
32,55,B
25,41,C
29,55,B
72,98,A
88,90,A
17,47,C
28,90,B
25,49,C
74,38,B
68,42,B
87,35,B
25,47,C
64,64,B
35,60,B
98,97,A
72,59,B
71,94,A
52,73,B
14,45,C
43,90,B
73,14,B
15,42,C
22,16,C
18,94,B
69,33,B
56,34,B
31,84,B
91,68,A
58,63,B
50,12,C
75,84,A
66,36,B
16,43,C
31,50,B
87,40,B
60,16,C
98,70,A
13,66,C
93,30,B
58,40,B
12,19,C
15,68,B
54,32,B
45,71,B
13,99,B
62,72,B
35,63,B
62,48,B
18,66,B
11,24,C
48,88,B
90,13,B
48,61,B
34,81,B
84,43,B
25,53,C
75,78,A
20,47,C
56,77,B
63,40,B
63,40,B
47,56,B
66,90,A
29,16,C
80,48,B
51,37,B
83,59,A
87,39,B
34,89,B
77,36,B
70,53,B
17,85,B
82,10,B
62,85,A
37,15,C
58,52,B
29,36,C
49,22,C
54,32,B
66,99,A
98,77,A
98,66,A
29,39,C
69,91,A
61,25,B
57,15,C
72,91,A
31,36,C
93,89,A
82,17,B
68,34,B
35,83,B
17,52,C
24,36,C
98,61,A
32,66,B
57,24,B
13,33,C
21,45,C
72,62,B
21,41,C
34,87,B
63,53,B
76,92,A
76,60,B
13,89,B
46,17,C
80,30,B
44,81,B
16,63,C
62,89,A
85,84,A
91,28,B
80,18,B
74,13,B
40,15,C
63,48,B
72,75,A
83,58,A
31,56,B
20,41,C
23,26,C
76,59,B
15,18,C
37,28,C
71,67,B
92,64,A
71,67,B
15,17,C
98,93,A
39,87,B
77,27,B
24,15,C
40,28,C
61,32,B
18,62,B
65,27,B
91,44,B
35,25,C
60,66,B
64,38,B
82,10,B
94,76,A
85,14,B
55,20,C
88,63,A
40,100,A
92,82,A
70,11,B
55,69,B
25,83,B
47,54,B
49,14,C
69,84,A
12,60,C
78,93,A
58,45,B
100,88,A
51,36,B
66,56,B
57,61,B
37,52,B
25,99,B
44,71,B
62,52,B
61,81,A
45,82,B
64,22,B
96,89,A
97,63,A
40,10,C
72,72,A
68,10,C
80,22,B
77,76,A
27,27,C
53,73,B
86,46,B
41,37,C
84,91,A
76,17,B
98,60,A
40,53,B
53,35,B
12,15,C
43,48,B
18,69,B
60,57,B
14,75,B
29,86,B
38,40,C
15,40,C
80,63,A
86,65,A
28,97,B
42,22,C
79,31,B
77,25,B
52,85,B
73,80,A
56,47,B
36,41,C
72,16,B
99,18,B
91,66,A
71,54,B
73,19,B
83,45,B
57,53,B
98,68,A
31,42,C
28,65,B
57,49,B
93,11,B
54,62,B
65,50,B
27,63,B
71,33,B
63,53,B
80,78,A
75,15,B
37,85,B
28,87,B
48,40,B
54,44,B
57,42,B
80,96,A
82,36,B
83,92,A
98,85,A
70,95,A
70,87,A
81,70,A
28,55,B
46,68,B
22,19,C
97,38,B
77,95,A
94,28,B
87,65,A
100,97,A
50,72,B
41,63,B
27,36,C
16,27,C
25,83,B
43,24,C
67,10,C
84,100,A
33,29,C
40,13,C
71,78,A
98,45,A
78,68,A
95,12,B
70,31,B
74,33,B
53,10,C
64,72,B
14,86,B
94,26,B
88,91,A
41,38,C
64,56,B
30,91,B
55,65,B
70,59,B
20,42,C
25,59,B
88,51,B
93,12,B
80,13,B
82,93,A
87,98,A
43,11,C
29,86,B
62,28,B
53,47,B
60,76,B
65,40,B
49,29,C
94,52,A
35,89,B
60,70,B
41,67,B
10,58,C
39,100,B
95,89,A
10,60,C
68,76,A
28,93,B
78,55,B
91,23,B
100,57,A
71,50,B
82,18,B
20,36,C
87,33,B
18,66,B
74,45,B
81,53,B
67,46,B
76,87,A
15,49,C
70,88,A
51,83,B
54,20,C
49,86,B
77,15,B
99,11,B
59,14,C
91,82,A
86,31,B
53,56,B
12,82,B
25,55,B
50,27,C
34,81,B
70,97,A
30,72,B
76,35,B
48,83,B
79,96,A
68,28,B
61,15,C
37,71,B
85,13,B
31,71,B
59,39,B
35,49,B
61,60,B
36,62,B
37,23,C
12,68,B
88,46,B
89,73,A
56,49,B
41,23,C
70,74,A
54,73,B
62,87,A
96,19,B
30,75,B
94,19,B
47,89,B
43,51,B
63,54,B
50,56,B
28,75,B
83,35,B
67,96,A
16,95,B
14,71,B
24,60,B
81,48,B
100,34,B
46,68,B
89,21,B
62,74,B
89,14,B
51,35,B
46,42,B
62,60,B
87,90,A
34,51,B
79,24,B
25,16,C
34,59,B
53,87,A
78,45,B
17,26,C
95,49,A
26,78,B
43,16,C
84,14,B
11,71,B
95,75,A
46,40,B
61,39,B
37,74,B
21,51,C
29,52,B
65,61,B
54,26,B
61,63,B
53,26,C
31,82,B
77,80,A
23,50,C
49,75,B
30,81,B
19,88,B
74,74,A
86,20,B
46,73,B
71,40,B
87,74,A
24,16,C
75,42,B
100,17,B
31,68,B
82,52,B
32,37,C
48,73,B
95,82,A
13,29,C
41,46,B
51,37,B
77,36,B
92,98,A
38,81,B
71,69,A
69,11,B
71,78,A
55,51,B
40,66,B
75,92,A
63,13,C
92,64,A
45,96,A
68,41,B
79,38,B
90,51,A
61,50,B
68,88,A
25,89,B
51,49,B
86,95,A
49,65,B
20,77,B
56,95,A
44,62,B
99,23,B
42,45,B
54,40,B
30,90,B
98,46,A
20,85,B
98,14,B
93,28,B
10,35,C
63,14,C
98,98,A
23,61,B
73,37,B
44,56,B
47,78,B
60,72,B
77,13,B
23,37,C
48,61,B
38,30,C
51,88,B
20,32,C
52,62,B
91,63,A
21,85,B
22,85,B
75,49,B
59,30,B
36,70,B
81,55,B
64,47,B
97,55,A
47,22,C
36,13,C
22,88,B
45,43,B
64,46,B
87,16,B
97,64,A
86,92,A
81,62,A
91,68,A
54,88,A
90,10,B
24,67,B
84,74,A
72,94,A
93,36,B
96,70,A
10,75,B
57,50,B
54,11,C
31,45,C
30,25,C
54,29,B
99,17,B
94,89,A
95,46,A
85,11,B
91,34,B
15,48,C
73,11,B
22,76,B
98,87,A
62,53,B
66,12,C
80,53,B
22,98,B
17,67,B
60,78,B
89,87,A
41,90,B
40,16,C
65,14,C
84,64,A
67,36,B
11,44,C
24,79,B
19,36,C
33,43,C
58,84,A
89,93,A
15,68,B
84,48,B
68,98,A
32,11,C
43,87,B
89,39,B
42,44,B
14,79,B
18,96,B
47,40,B
61,92,A
39,59,B
85,28,B
19,44,C
89,81,A
50,75,B
13,50,C
62,77,B
25,54,C
17,13,C
50,80,B
61,16,C
78,100,A
62,97,A
49,50,B
79,21,B
16,24,C
82,32,B
38,84,B
24,24,C
19,44,C
19,19,C
98,88,A
39,80,B
73,57,B
95,31,B
96,86,A
35,13,C
48,100,A
74,86,A
72,10,B
55,67,B
14,24,C
10,34,C
59,61,B
17,26,C
87,14,B
84,79,A
38,88,B
38,25,C
86,34,B
57,57,B
79,10,B
87,82,A
79,32,B
42,76,B
58,76,B
81,69,A
32,59,B
27,72,B
39,53,B
19,75,B
76,70,A
18,81,B
33,80,B
32,49,B
88,98,A
68,69,B
41,92,B
45,89,B
61,50,B
68,46,B
76,54,B
71,75,A
70,27,B
63,21,B
77,14,B
10,85,B
71,26,B
42,48,B
82,85,A
36,31,C
58,71,B
68,69,B
76,88,A
29,30,C
81,53,B
61,89,A
75,92,A
89,83,A
95,14,B
69,86,A
73,90,A
92,40,B
64,14,C
87,65,A
76,38,B
17,38,C
14,22,C
74,23,B
70,35,B
63,14,C
52,42,B
61,26,B
57,91,A
97,85,A
17,96,B
19,33,C
24,58,B
82,66,A
57,96,A
56,55,B
42,23,C
18,27,C
49,52,B
73,98,A
100,39,B
66,100,A
10,23,C
26,57,B
65,12,C
80,100,A
63,84,A
82,75,A
94,10,B
22,19,C
61,61,B
82,98,A
40,43,B
43,51,B
90,56,A
83,21,B
23,20,C
48,12,C
68,46,B
80,89,A
62,16,C
71,18,B
66,41,B
70,59,B
20,43,C
17,60,C
32,72,B
37,72,B
43,56,B
67,24,B
41,36,C
11,62,C
55,95,A
76,11,B
17,49,C
48,97,A
69,14,B
20,77,B
77,81,A
96,84,A
57,28,B
15,63,C
53,87,A
63,94,A
87,27,B
41,64,B
14,12,C
41,22,C
33,32,C
45,55,B
63,10,C
14,77,B
13,50,C
36,25,C
22,75,B
93,48,A
47,29,C
36,88,B
42,68,B
56,76,B
70,31,B
30,62,B
49,15,C
44,28,C
51,30,B
42,77,B
70,97,A
70,82,A
96,13,B
82,51,B
53,22,C
57,75,B
57,66,B
10,20,C
50,10,C
95,76,A
44,23,C
96,91,A
47,25,C
10,24,C
92,47,B
12,80,B
61,57,B
37,75,B
63,69,B
13,16,C
93,91,A
18,20,C
13,90,B
31,50,B
24,36,C
50,78,B
41,15,C
54,83,B
54,30,B
94,25,B
79,19,B
62,88,A
19,79,B
18,19,C
52,29,B
66,99,A
54,30,B
15,33,C
65,13,C
80,48,B
54,88,A
39,11,C
90,28,B
33,88,B
71,57,B
90,99,A
98,14,B
80,48,B
12,56,C
27,50,C
34,31,C
80,11,B
35,31,C
12,83,B
34,21,C
24,57,B
23,84,B
47,77,B
100,35,B
21,79,B
96,98,A
100,24,B
49,65,B
46,34,B
87,42,B
41,89,B
14,69,B
26,82,B
52,85,B
74,71,A
50,12,C
74,71,A
76,21,B
18,50,C
57,82,B
12,16,C
79,11,B
66,46,B
14,63,C
67,65,B
15,45,C
78,18,B
22,82,B
31,90,B
28,40,C
26,53,C
52,64,B
20,80,B
13,19,C
32,98,B
83,22,B
99,24,B
49,47,B
47,83,B
64,26,B
54,75,B
76,73,A
65,44,B
97,72,A
28,54,B
35,40,C
86,44,B
57,69,B
55,87,A
78,17,B
69,33,B
98,66,A
99,91,A
58,52,B
70,12,B
20,66,B
36,65,B
58,69,B
50,99,A
56,35,B
84,72,A
40,70,B
92,71,A
61,52,B
24,38,C
73,87,A
74,57,B
41,17,C
80,18,B
89,64,A
22,27,C
76,58,B
74,85,A
67,15,B
29,98,B
37,90,B
10,43,C
43,11,C
59,37,B
56,55,B
56,21,C
82,41,B
18,44,C
21,17,C
36,32,C
99,86,A
88,35,B
25,97,B
13,78,B
68,66,B
76,24,B
18,62,B
41,85,B
52,71,B
26,34,C
60,12,C
94,99,A
34,57,B
24,20,C
43,44,B
12,88,B
15,36,C
20,30,C
73,75,A
59,68,B
12,48,C
27,33,C
85,21,B
38,21,C
94,42,B
89,27,B
92,51,A
41,48,B
42,45,B
75,82,A
27,25,C
93,53,A
44,25,C
43,61,B
76,64,A
15,28,C
95,45,A
77,79,A
35,25,C
68,73,A
46,21,C
24,85,B
20,33,C
40,97,B
58,19,C
34,76,B
59,68,B
81,99,A
27,63,B
55,59,B
19,20,C
86,12,B
54,20,C
51,29,B
50,62,B
76,43,B
54,68,B
42,57,B
43,28,C
37,38,C
92,68,A
54,56,B
48,96,A
82,76,A
60,28,B
31,17,C
24,96,B
25,59,B
21,85,B
96,97,A
99,94,A
45,77,B
44,83,B
30,78,B
56,76,B
30,18,C
77,72,A
73,10,B
38,72,B
13,30,C
40,57,B
51,57,B
16,47,C
10,51,C
45,92,B
74,39,B
50,47,B
40,87,B
100,49,A
46,24,C
89,10,B
29,22,C
24,20,C
34,38,C
46,68,B
80,58,B
22,53,C
96,30,B
50,79,B
55,35,B
23,89,B
70,66,B
30,54,B
46,70,B
22,56,C
97,12,B
96,11,B
13,84,B
13,56,C
30,80,B
36,41,C
66,79,A
69,41,B
42,67,B
20,84,B
84,20,B
89,51,A
29,79,B
67,50,B
22,10,C
67,23,B
56,83,B
28,57,B
17,59,C
99,40,B
26,70,B
24,96,B
52,10,C
92,35,B
54,34,B
14,90,B
38,15,C
39,49,B
34,31,C
25,30,C
98,73,A
56,51,B
98,10,B
83,52,B
19,66,B
94,77,A
47,46,B
37,80,B
76,54,B
83,88,A
60,53,B
29,83,B
78,27,B
91,49,A
66,28,B
44,36,B
56,79,B
85,48,B
22,57,C
21,56,C
96,55,A
20,30,C
73,96,A
24,66,B
49,74,B
32,82,B
57,69,B
43,49,B
23,21,C
66,90,A
16,31,C
18,95,B
54,62,B
98,33,B
44,49,B
21,42,C
97,99,A
21,42,C
87,52,B
73,73,A
56,40,B
96,82,A
76,82,A
65,97,A
15,67,B
74,35,B
47,80,B
55,83,B
55,73,B
83,44,B
21,62,B
41,76,B
67,95,A
45,55,B
23,88,B
72,29,B
32,52,B
85,89,A
68,76,A
28,58,B
34,60,B
43,66,B
41,14,C
80,66,A
53,11,C
88,34,B
50,41,B
77,41,B
80,27,B
30,99,B
94,67,A
72,19,B
25,67,B
71,19,B
74,91,A
32,49,B
53,13,C
95,65,A
21,95,B
86,22,B
40,22,C
21,53,C
37,81,B
31,73,B
100,74,A
17,69,B
52,76,B
23,94,B
92,19,B
16,35,C
13,42,C
40,22,C
37,83,B
73,44,B
30,92,B
40,93,B
66,17,B
42,34,C
97,43,A
32,38,C
27,96,B
49,33,B
61,75,B
50,20,C
39,13,C
64,10,C
17,75,B
25,93,B
67,35,B
10,73,B
89,29,B
14,15,C
12,88,B
16,11,C
12,15,C
47,57,B
46,15,C
75,23,B
77,24,B
55,89,A
28,47,C
73,25,B
71,82,A
95,72,A
51,49,B
98,51,A
30,18,C
58,61,B
80,32,B
90,39,B
63,53,B
76,57,B
88,41,B
14,41,C
95,96,A
81,53,B
32,18,C
94,68,A
78,65,A
12,40,C
85,53,B
13,42,C
99,20,B
41,97,B
69,50,B
40,35,C
72,77,A
16,23,C
41,61,B
41,20,C
85,11,B
64,81,A
92,54,A
38,59,B
96,51,A
75,73,A
94,92,A
54,18,C
30,50,B
90,51,A
47,73,B
17,77,B
82,93,A
69,62,B
60,71,B
20,22,C
100,54,A
62,92,A
20,60,B
64,44,B
49,20,C
61,79,A
48,17,C
50,59,B
70,82,A
38,69,B
26,74,B
24,69,B
26,89,B
19,41,C
13,89,B
78,50,B
16,23,C
37,57,B
36,31,C
61,31,B
66,91,A
12,16,C
29,95,B
97,18,B
10,71,B
31,22,C
37,58,B
99,50,A
39,89,B
37,72,B
54,38,B
61,90,A
91,94,A
66,17,B
94,74,A
70,93,A
33,35,C
97,66,A
18,39,C
20,44,C
22,84,B
56,16,C
14,71,B
16,34,C
72,37,B
32,37,C
47,60,B
77,91,A
88,84,A
59,50,B
87,36,B
59,21,B
57,23,B
88,22,B
20,70,B
19,59,C
57,30,B
21,43,C
16,77,B
53,82,B
48,78,B
69,41,B
12,69,B
26,67,B
61,67,B
68,41,B
50,46,B
13,58,C
100,85,A
60,86,A
11,71,B
67,57,B
49,18,C
61,78,B
61,93,A
27,57,B
36,70,B
67,51,B
97,72,A
62,72,B
59,45,B
39,35,C
79,40,B
34,88,B
30,40,C
18,30,C
89,85,A
49,74,B
82,57,B
59,69,B
78,10,B
29,48,C
76,68,A
83,23,B
42,92,B
26,62,B
66,52,B
59,75,B
12,40,C
93,41,B
27,63,B
99,78,A
11,19,C
30,58,B
86,45,B
51,55,B
83,64,A
38,10,C
17,24,C
86,87,A
39,69,B
80,92,A
81,18,B
50,60,B
62,53,B
21,23,C
31,87,B
62,91,A
47,18,C
47,96,A
61,59,B
79,61,A
42,75,B
93,42,B
57,16,C
12,56,C
92,84,A
65,57,B
58,63,B
65,22,B
43,28,C
34,33,C
10,57,C
50,58,B
84,47,B
18,83,B
28,70,B
36,95,B
45,45,B
33,66,B
60,79,B
20,32,C
83,69,A
65,24,B
50,17,C
78,75,A
40,61,B
19,45,C
68,88,A
36,12,C
82,19,B
91,95,A
97,99,A
15,60,C
90,23,B
52,69,B
62,29,B
13,85,B
48,35,B
15,77,B
34,77,B
55,43,B
39,97,B
36,93,B
62,76,B
22,25,C
78,54,B
95,84,A
55,76,B
51,78,B
87,92,A
34,100,B
66,94,A
67,38,B
70,20,B
92,22,B
48,51,B
99,10,B
58,34,B
50,26,C
53,68,B
60,84,A
66,96,A
53,24,C
23,60,B
13,74,B
95,96,A
84,35,B
15,51,C
77,34,B
100,70,A
73,71,A
61,16,C
31,19,C
26,31,C
27,37,C
65,67,B
89,90,A
78,80,A
10,82,B
74,35,B
84,59,A
94,86,A
66,47,B
54,28,B
18,82,B
12,37,C
85,33,B
40,37,C
37,68,B
74,71,A
70,39,B
68,74,A
65,81,A
46,73,B
19,52,C
45,20,C
56,81,B
45,14,C
43,31,C
68,12,B
26,84,B
34,57,B
42,31,C
72,35,B
100,43,A
12,21,C
78,37,B
94,24,B
85,17,B
30,51,B
75,70,A
78,59,B
51,26,C
96,65,A
31,69,B
40,94,B
78,75,A
97,100,A
12,23,C
47,34,B
89,44,B
69,56,B
89,63,A
81,57,B
40,76,B
78,49,B
40,30,C
63,66,B
46,13,C
53,77,B
70,21,B
84,58,A
86,37,B
49,73,B
59,70,B
31,87,B
90,81,A
15,63,C
36,20,C
19,25,C
98,26,B
22,60,B
37,85,B
93,56,A
32,43,C
80,22,B
69,32,B
95,84,A
16,31,C
55,24,C
41,83,B
70,29,B
35,39,C
48,91,B
46,28,C
94,99,A
18,58,C
78,86,A
39,27,C
47,46,B
95,34,B
19,58,C
12,85,B
67,97,A
64,92,A
36,90,B
30,65,B
57,49,B
21,91,B
80,92,A
38,99,B
32,51,B
22,63,B
100,63,A
88,65,A
43,37,B
59,40,B
25,15,C
72,13,B
82,82,A
11,44,C
79,70,A
86,86,A
89,90,A
50,85,B
87,78,A
48,11,C
34,47,B
41,22,C
41,33,C
72,27,B
33,42,C
57,92,A
98,34,B
85,61,A
23,27,C
54,99,A
15,70,B
49,35,B
42,100,A
80,42,B
65,42,B
12,28,C
88,84,A
22,36,C
97,27,B
60,49,B
87,11,B
17,21,C
15,12,C
33,48,B
41,24,C
51,24,C
22,11,C
41,33,C
24,29,C
55,100,A
100,100,A
58,53,B
48,53,B
100,77,A
14,83,B
68,84,A
53,53,B
10,94,B
99,74,A
46,63,B
37,70,B
23,12,C
22,25,C
68,84,A
36,11,C
75,10,B
15,73,B
37,67,B
59,67,B
31,53,B
99,32,B
33,39,C
20,51,C
19,45,C
34,10,C
63,90,A
39,16,C
30,27,C
62,55,B
54,96,A
18,91,B
93,75,A
83,44,B
30,60,B
49,91,A
24,73,B
21,96,B
12,32,C
79,29,B
13,98,B
72,16,B
31,85,B
14,61,C
72,18,B
57,58,B
86,87,A
72,58,B
74,60,B
31,57,B
67,53,B
55,78,B
42,36,C
19,31,C
14,84,B
51,46,B
44,17,C
29,28,C
55,34,B
78,59,B
98,87,A
58,93,A
20,62,B
85,98,A
89,58,A
50,61,B
15,85,B
65,47,B
12,19,C
32,16,C
50,38,B
82,86,A
94,18,B
16,47,C
44,14,C
11,11,C
65,19,B
84,64,A
59,59,B
54,76,B
57,80,B
27,50,C
80,42,B
25,27,C
26,76,B
93,31,B
24,99,B
76,48,B
42,73,B
98,90,A
71,64,B
67,64,B
54,15,C
98,70,A
100,99,A
96,87,A
94,62,A
54,40,B
75,81,A
10,61,C
82,51,B
67,88,A
33,77,B
63,58,B
42,69,B
78,12,B
24,81,B
95,74,A
18,47,C
36,45,B
33,16,C
15,40,C
42,95,B
88,40,B
66,36,B
15,91,B
95,48,A
36,29,C
67,42,B
92,88,A
31,37,C
96,90,A
63,73,B
74,58,B
38,29,C
27,92,B
18,33,C
82,30,B
48,18,C
71,62,B
29,40,C
21,33,C
81,23,B
60,40,B
82,16,B
80,86,A
10,30,C
26,74,B
85,14,B
91,65,A
51,31,B
67,72,B
82,16,B
83,69,A
77,64,A
86,96,A
25,51,C
64,65,B
69,99,A
32,60,B
24,46,C
31,14,C
47,81,B
30,11,C
61,89,A
27,100,B
19,52,C
43,61,B
14,71,B
11,60,C
60,90,A
16,22,C
30,92,B
45,33,C
79,68,A
20,87,B
64,76,A
24,79,B
45,88,B
17,20,C
64,91,A
81,38,B
91,88,A
14,13,C
26,16,C
25,98,B
66,27,B
79,60,B
56,16,C
76,78,A
87,10,B
11,32,C
28,58,B
86,55,A
100,25,B
78,85,A
20,100,B
24,87,B
74,16,B
80,99,A
63,89,A
19,10,C
38,30,C
78,54,B
30,85,B
85,64,A
18,62,B
51,97,A
83,88,A
54,100,A
45,34,C
50,14,C
76,46,B
79,20,B
17,88,B
100,29,B
72,66,B
91,89,A
52,11,C
55,32,B
31,25,C
21,19,C
72,23,B
86,29,B
29,14,C
61,20,B
36,43,C
24,76,B
29,56,B
64,41,B
53,21,C
22,99,B
38,96,B
40,51,B
65,36,B
50,35,B
21,47,C
69,28,B
25,49,C
79,81,A
38,60,B
73,59,B
58,45,B
18,30,C
36,46,B
62,12,C
35,23,C
10,21,C
78,42,B
76,44,B
13,28,C
14,94,B
35,42,C
22,60,B
25,86,B
70,81,A
90,73,A
34,75,B
89,93,A
22,13,C
89,55,A
46,11,C
40,91,B
72,63,B
82,88,A
25,53,C
77,11,B
90,30,B
72,74,A
98,99,A
58,51,B
72,65,B
90,96,A
93,14,B
47,43,B
30,22,C
77,35,B
41,11,C
64,64,B
56,42,B
84,82,A
54,51,B
98,77,A
32,40,C
39,72,B
44,87,B
52,58,B
53,98,A
11,22,C
88,19,B
74,33,B
26,18,C
77,21,B
72,98,A
81,25,B
85,22,B
12,10,C
70,24,B
53,55,B
71,64,B
78,53,B
83,68,A
25,23,C
99,50,A
35,51,B
56,43,B
17,28,C
61,19,B
22,28,C
91,51,A
65,85,A
30,16,C
48,98,A
94,99,A
38,43,B
58,98,A
60,43,B
87,64,A
74,71,A
21,98,B
83,18,B
32,49,B
68,72,A
94,76,A
39,63,B
78,21,B
44,97,A
35,59,B
94,64,A
84,66,A
47,84,B
81,46,B
72,88,A
90,57,A
62,38,B
74,95,A
83,57,A
98,67,A
97,41,B
99,85,A
85,30,B
49,11,C
13,88,B
87,39,B
82,82,A
89,74,A
55,62,B
40,60,B
39,76,B
39,39,C
58,63,B
98,92,A
76,95,A
34,69,B
100,26,B
11,51,C
63,52,B
58,40,B
70,99,A
80,55,B
59,55,B
50,80,B
15,93,B
12,97,B
19,43,C
20,23,C
79,49,B
28,74,B
56,44,B
83,91,A
89,62,A
60,25,B
10,53,C
30,16,C
72,50,B
31,83,B
85,47,B
43,36,C
48,64,B
96,74,A
22,43,C
18,80,B
90,50,A
94,95,A
37,39,C
55,44,B
91,16,B
35,18,C
48,43,B
81,42,B
45,70,B
49,11,C
48,66,B
39,51,B
47,33,B
36,10,C
54,22,C
52,79,B
45,64,B
54,27,B
18,96,B
19,85,B
30,44,C
47,31,C
42,43,B
65,98,A
48,45,B
95,77,A
56,96,A
76,52,B
72,87,A
97,60,A
54,54,B
43,45,B
16,94,B
17,55,C
74,29,B
60,82,A
62,56,B
32,96,B
12,96,B
53,95,A
70,49,B
44,27,C
71,40,B
80,88,A
58,72,B
41,85,B
20,15,C
74,10,B
44,14,C
90,19,B
87,70,A
29,80,B
44,75,B
53,86,B
19,48,C
90,34,B
11,52,C
41,70,B
28,24,C
65,78,A
26,12,C
63,15,C
70,74,A
64,74,B
85,30,B
86,100,A
88,95,A
47,37,B
58,68,B
44,52,B
29,45,C
74,33,B
77,24,B
80,22,B
10,43,C
86,95,A
23,16,C
58,93,A
70,91,A
23,95,B
83,81,A
56,96,A
42,84,B
11,71,B
24,16,C
78,10,B
40,33,C
80,71,A
15,31,C
47,18,C
32,44,C
69,68,B
93,85,A
22,20,C
57,20,C
87,74,A
22,98,B
74,97,A
32,97,B
61,76,B
73,26,B
77,54,B
72,29,B
51,80,B
94,28,B
58,34,B
64,66,B
97,75,A
83,91,A
59,75,B
84,37,B
93,50,A
68,28,B
54,28,B
80,89,A
53,57,B
95,20,B
20,45,C
84,30,B
29,83,B
39,16,C
79,59,B
93,51,A
29,82,B
84,68,A
33,93,B
39,97,B
75,67,A
32,58,B
100,92,A
16,35,C
57,52,B
91,44,B
53,89,A
91,44,B
36,54,B
17,29,C
25,40,C
90,40,B
14,44,C
64,88,A
78,34,B
28,81,B
68,98,A
69,46,B
10,38,C
41,38,C
86,22,B
64,91,A
16,19,C
24,95,B
71,45,B
19,42,C
84,22,B
29,84,B
17,65,B
31,76,B
69,77,A
97,15,B
30,43,C
46,56,B
52,29,B
57,100,A
67,46,B
62,59,B
15,37,C
77,96,A
41,73,B
80,45,B
96,36,B
65,44,B
82,100,A
48,86,B
17,18,C
70,86,A
98,34,B
28,77,B
77,98,A
23,93,B
93,45,B
36,97,B
45,74,B
58,52,B
17,15,C
96,96,A
79,41,B
20,84,B
47,71,B
47,22,C
62,93,A
38,21,C
43,39,B
42,38,B
87,50,B
33,63,B
92,65,A
98,14,B
27,97,B
91,24,B
51,44,B
34,94,B
50,55,B
47,91,B
37,85,B
100,46,A
16,90,B
55,26,B
62,41,B
71,39,B
39,33,C
56,55,B
19,13,C
14,97,B
84,18,B
88,32,B
39,15,C
66,39,B
92,91,A
22,62,B
73,91,A
55,71,B
87,33,B
30,25,C
65,100,A
55,41,B
81,61,A
57,71,B
71,45,B
65,73,B
57,75,B
81,63,A
78,98,A
39,64,B
91,33,B
98,15,B
34,45,C
89,97,A
49,27,C
60,79,B
45,22,C
31,52,B
43,41,B
71,44,B
50,85,B
90,55,A
12,66,C
46,43,B
63,51,B
18,15,C
92,31,B
33,27,C
86,28,B
57,18,C
87,62,A
30,98,B
60,64,B
87,25,B
31,99,B
79,56,B
79,59,B
11,23,C
12,16,C
52,89,A
95,24,B
98,76,A
13,91,B
36,77,B
31,51,B
82,72,A
54,70,B
45,32,C
34,62,B
48,61,B
12,82,B
47,52,B
61,12,C
87,15,B
40,18,C
32,34,C
49,36,B
51,39,B
50,15,C
37,96,B
67,89,A
100,49,A
100,16,B
65,58,B
50,59,B
10,87,B
13,27,C
14,54,C
76,47,B
61,39,B
99,41,A
40,67,B
91,35,B
33,89,B
46,21,C
99,98,A
96,56,A
89,22,B
48,85,B
77,61,B
31,50,B
13,38,C
44,24,C
58,17,C
10,60,C
95,31,B
40,82,B
26,44,C
47,53,B
54,83,B
44,86,B
